Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Говядина сортовая,  мякоть нижней части бедра, постоное мясо, тушеная;205;34,46;6,43;0
Говядина сортовая,  оковалок, постное мясо, сырая;127;22,27;3,54;0
"Говядина сортовая, бочок,  мясо с жиром убранным до уровня 0"", сырая";145;21,22;6,06;0
"Говядина сортовая, бочок, мясо с жиром убранным до уровня 0"", жаренная";183;27,78;7,15;0
Говядина сортовая, бочок, постное мясо, жареная;178;27,96;6,48;0
Говядина сортовая, бочок, постное мясо, сырая;137;21,43;5;0
"Говядина сортовая, верхняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле";160;29,24;3,91;0
"Говядина сортовая, верхняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", сырая";123;21,96;3,24;0
"Говядина сортовая, верхняя часть лопатки,  мясо с жиром убранным до уровня 0"", жаренная";184;26,16;8;0
"Говядина сортовая, верхняя часть лопатки, мясо с жиром убранным до уровня 0"", жареная";200;25,67;9,99;0
"Говядина сортовая, верхняя часть лопатки, стейк,  мясо с жиром убранным до уровня 0"", обжаренная на гриле";212;25,29;11,52;0
"Говядина сортовая, верхняя часть лопатки, стейк,  мясо с жиром убранным до уровня 0"", сырая";166;19,38;9,22;0
"Говядина сортовая, вырезка, мясо с жиром убранным до уровня 0"", жареная";202;30,93;7,7;0
"Говядина сортовая, вырезка, мясо с жиром убранным до уровня 1/8"", жареная";262;26,48;16,53;0
"Говядина сортовая, вырезка, мясо с жиром убранным до уровня 1/8"", обжаренная";316;23,9;23,7;0
"Говядина сортовая, вырезка, мясо с жиром убранным до уровня 1/8"", сырая";249;19,37;18,46;0
Говядина сортовая, вырезка, постное мясо, жареная;194;29,07;7,76;0
Говядина сортовая, вырезка, постное мясо, жареная;198;31,09;7,25;0
Говядина сортовая, вырезка, постное мясо, сырая;148;22,06;5,93;0
"Говядина сортовая, короткий филей, мясо с жиром убранным до уровня 0"", жареная";207;29,16;9,12;0
"Говядина сортовая, короткий филей, мясо с жиром убранным до уровня 1/8"", жареная";250;26,72;15,11;0
"Говядина сортовая, короткий филей, мясо с жиром убранным до уровня 1/8"", сырая";224;20,59;15,04;0
Говядина сортовая, короткий филей, постное мясо, жареная;189;29,99;6,74;0
Говядина сортовая, короткий филей,постное мясо, жареная;170;29,34;4,96;0
Говядина сортовая, короткий филей,постное мясо, жареная;177;29,44;5,73;0
Говядина сортовая, короткий филей,постное мясо, жареная;201;29,16;8,45;0
Говядина сортовая, короткий филей,постное мясо, сырая;133;23,07;3,88;0
"Говядина сортовая, кострец,  мясо с жиром убранным до уровня 0"", жареная";201;26,44;9,78;0
"Говядина сортовая, кострец,  мясо с жиром убранным до уровня 0"", сырая";157;20,64;7,68;0
Говядина сортовая, кострец, постное мясо, обжаренная;179;27,17;6,95;0
Говядина сортовая, кострец, постное мясо,сырая;129;21,34;4,21;0
"Говядина сортовая, лопаточная мякоть, мясо с жиром убранным до уровня 0"",тушеная";288;27,17;19,02;0
"Говядина сортовая, лопаточная мякоть, мясо с жиром убранным до уровня1/8"", сырая";230;17,37;17,33;0
"Говядина сортовая, лопаточная мякоть, мясо с жиром убранным до уровня1/8"", тушеная";318;27,33;22,35;0
Говядина сортовая, лопаточная мякоть, постное мясо,тушеная;216;30,68;9,44;0
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 0"", жареная";162;29,7;3,85;0
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 0"", тушеная";200;35,62;5,33;0
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", жареная";201;30,63;7,73;0
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", сырая";164;22,18;7,68;0
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", тушеная";225;34,6;8,54;0
Говядина сортовая, мякоть верхней части бедра, постное мясо, жареная;158;29,81;3,37;0
Говядина сортовая, мякоть верхней части бедра, постное мясо, жареная;177;31,61;4,65;0
Говядина сортовая, мякоть верхней части бедра, постное мясо, сырая;129;23,13;3,37;0
Говядина сортовая, мякоть верхней части бедра, тушеное мясо, тушеная;190;36,12;4;0
"Говядина сортовая, мякоть верхней части плеча, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле";176;26,66;6,94;0
"Говядина сортовая, мякоть верхней части плеча, стейк, мясо с жиром убранным до уровня 0"", сырая";140;21,13;5,51;0
"Говядина сортовая, мякоть нижней  внешней части бедра,стейк, мясо с жиром убранным до уровня0"", сырая";129;22,15;3,83;0
"Говядина сортовая, мякоть нижней внешней части бедра, стейк,мясо с жиром убранным до уровня0"", обжаренная на гриле";166;28,01;5,17;0
"Говядина сортовая, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", обжаренная";175;28,08;6,06;0
"Говядина сортовая, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", тушеная";217;34,39;7,72;0
Говядина сортовая, мякоть нижней части бедра, постное мясо, обжаренная;169;28,29;5,33;0
Говядина сортовая, мякоть нижней части бедра, постное мясо, тушеная;206;34,93;6,3;0
Говядина сортовая, мякоть нижней части бедра, постоное мясо, сырая;128;22,18;3,66;0
"Говядина сортовая, мякоть шейной части, мясо с жиром убранным до уровня 0"", обжаренная";196;27,3;8,76;0
Говядина сортовая, мякоть шейной части, постное мясо, обжаренная;172;28,09;5,82;0
"Говядина сортовая, мякоть шейной части, стейк, мясо с жиром убранным до уровня 0"", тушеная";177;28,41;6,14;0
Говядина сортовая, мякоть шейной части, стейк, постное мясо, тушеная;169;28,71;5,17;0
"Говядина сортовая, огузок, мясо с жиром убранным до уровня 0"", сырая";145;20,8;6,28;0
"Говядина сортовая, огузок, мясо с жиром убранным до уровня 1/8"", обжаренная";210;27,63;10,24;0
"Говядина сортовая, огузок, мясо с жиром убранным до уровня 1/8"", сырая";178;19,74;10,39;0
Говядина сортовая, огузок, постное мясо, обжаренная;149;27,37;4,38;0
Говядина сортовая, огузок, постное мясо, сырая;122;21,38;3,35;0
"Говядина сортовая, оковалок,  мясо с жиром убранным до уровня 0"", жареная";206;29,65;8,8;0
"Говядина сортовая, оковалок,  мясо с жиром убранным до уровня 1/8"", жареная";230;27,12;12,71;0
"Говядина сортовая, оковалок,  мясо с жиром убранным до уровня 1/8"", сырая";189;20,68;11,13;0
Говядина сортовая, оковалок,  постное мясо, жареная;177;30,8;5,03;0
"Говядина сортовая, плечевая мякоть, мясо с жиром убранным до уровня 0"" ,тушеная";283;29,23;17,56;0
"Говядина сортовая, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , сырая";239;19,33;17,39;0
"Говядина сортовая, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , тушеная";295;30,05;18,5;0
Говядина сортовая, плечевая мякоть, постное мясо , сырая;125;22,26;3,32;0
Говядина сортовая, плечевая мякоть, постное мясо , тушеная;205;34,6;6,35;0
Говядина сортовая, плечевая мякоть, постное мясо,тушеная;195;33,37;5,8;0
"Говядина сортовая, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"",  обжаренная на гриле";172;26,45;6,43;0,33
"Говядина сортовая, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"", сырая";142;20,93;5,79;0
"Говядина сортовая, плоская часть грудинки, мясо с жиром убранным до уровня 1/8"", сырая";276;17,77;22,21;0
Говядина сортовая, плоская часть грудинки, посное мясо, сырая;124;21,45;3,61;0
Говядина сортовая, плоская часть грудинки, посное мясо, тушеная;189;33,18;5,21;0
"Говядина сортовая, плоская чатсь грудинки, мясо с жиром убранным до уровня 0"", тушеное";205;33,59;6,77;0
Говядина сортовая, плоская чатсь грудинки, постное мясо, тушеное;198;33,9;5,92;0
Говядина сортовая, разделанная, нарезаная кусками, мясо постное, приготовленная;188;29,88;7,12;0
"Говядина сортовая, разделанная, нарезаная кусками, мясо с жиром убранным до уровня 0"", приготовленная";203;28,61;9,18;0
"Говядина сортовая, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", приготовленная";245;26,06;15,09;0
"Говядина сортовая, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", сырая";193;19,06;12,4;0
"Говядина сортовая, ребера, толстый край (ребра 6-9),  мясо с жиром убранным до уровня 0"", обжаренная";331;23,48;25,54;0
Говядина сортовая, ребера, толстый край (ребра 6-9),  постное мясо , обжаренная;220;27,53;11,4;0
"Говядина сортовая, ребера, тонкий край (ребра 10-12), мясо с жиром убранным до уровня 0"", жареная";285;24,91;19,79;0
Говядина сортовая, ребера, тонкий край (ребра 10-12), постное мясо, жареная;188;30,87;6,22;0
Говядина сортовая, ребера, тонкий край (ребра 10-12), постное мясо, жареная;198;28,04;8,7;0
Говядина сортовая, ребера, тонкий край (ребра 10-12), постное мясо, сырая;134;22,53;4,2;0
"Говядина сортовая, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", жареная";315;22,73;24,2;0
"Говядина сортовая, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", обжаренная";330;23,1;25,63;0
